;baltic_sea;british_columbia;eastern_bering_sea;evhoe;fr_cgfs;gulf_of_mexico;gulf_of_alaska;gsl_s;ie_igfs;neus;nigfs;nor_bts;ns_ibts;pt_ibts;scotian_shelf;southeast;swc_ibts;west_coast 
09. Sep 00;;;;;;;;;;;;;;;;;;
10. Sep 00;;;;;;;;;;;;;;;;;;
11. Sep 00;;;;;;;;;;;;;;;;;;
12. Sep 00;;;;;;;;;;;;;;;;;;
13. Sep 00;;;;;;;;;;;;;;;;;;
14. Sep 00;;;;;;;;;;;;;;;;;;
15. Sep 00;;;;;;;;;;;;;;;;;;
16. Sep 00;;;;;;;;;;;;;;;;;;
17. Sep 00;;;;;;;;;;;;;;;;;;
18. Sep 00;;;;;;;;;;;;;;;;;;
19. Sep 00;;;;;;;;;;;;;;;;;;
20. Sep 00;;;;;;;;;;;;;;;;;;
21. Sep 00;;;;;;;;;;;;;;;;;;
22. Sep 00;;;;;;;;;;;;;;;;;;
23. Sep 00;;;;;;;;;;;;;;;;;;
24. Sep 00;;;;;;;;;;;;;;;;;;
25. Sep 00;;;;;;;;;;;;;;;;;;
26. Sep 00;;;;;;;;;;;;;;;;;;
27. Sep 00;;;;;;;;;;;;;;;;;;
28. Sep 00;;;;;;;;;;;;;;;;;;
29. Sep 00;;;;;;;;;;;;;;;;;;
30. Sep 00;;;;;;;;;;;;;;;;;;
01-OCT-2000;;;;;;;;;;;;;;;;;;
02-OCT-2000;;;;;;;;;;;;;;;;;;
03-OCT-2000;;;;;;;;;;;;;;;;;;
04-OCT-2000;;;;;;;;;;;;;;;;;;
05-OCT-2000;;;;;;;;;;;;;;;;;;
06-OCT-2000;;;;;;;;;;;;;;;;;;
07-OCT-2000;;;;;;;;;;;;;;;;;;
08-OCT-2000;;;;;;;;;;;;;;;;;;
09-OCT-2000;;;;;;;;;;;;;;;;;;
10-OCT-2000;;;;;;;;;;;;;;;;;;
11-OCT-2000;;;;;;;;;;;;;;;;;;
12-OCT-2000;;;;;;;;;;;;;;;;;;
13-OCT-2000;;;;;;;;;;;;;;;;;;
14-OCT-2000;;;;;;;;;;;;;;;;;;
15-OCT-2000;;;;;;;;;;;;;;;;;;
16-OCT-2000;;;;;;;;;;;;;;;;;;
17-OCT-2000;;;;;;;;;;;;;;;;;;
18-OCT-2000;;;;;;;;;;;;;;;;;;
19-OCT-2000;;;;;;;;;;;;;;;;;;
20-OCT-2000;;;;;;;;;;;;;;;;;;
21-OCT-2000;;;;;;;;0.009741286;;;;;;;;;;
22-OCT-2000;;;;;;;;0.039620884;;;;;;;;;;
23-OCT-2000;;;;;;;;0.058423911;;;;;;;;;;
24-OCT-2000;;;;;;;;0.042906314;;;;;;;;;;
25-OCT-2000;;;;;;;;0.049629988;;;;;;;;;;
26-OCT-2000;;;;;;;;0.061482893;;;;;;;;;;
27-OCT-2000;;;;;;;;0.055904521;;;;;;;;;;
28-OCT-2000;;;;;;;;0.04514545;;;;;;;;;;
29-OCT-2000;;;;;;;;0.039477857;;;;;;;;;;
30-OCT-2000;;;;;;;;0.010842371;;;;;;;;;;
31-OCT-2000;;;;;;;;;;;;;;;;;;
01. Nov 00;;;;;;;;;;;;;;;;;;
02. Nov 00;;;;;;;;;;;;;;;;;;
03. Nov 00;;;;;;;;;;;;;;;;;;
04. Nov 00;;;;;;;;;;;;;;;;;;
05. Nov 00;;;;;;;;;;;;;;;;;;
06. Nov 00;;;;;;;;;;;;;;;;;;
07. Nov 00;;;;;;;;;;;;;;;;;;
08. Nov 00;;;;;;;;;;;;;;;;;;
09. Nov 00;;;;;;;;;;;;;;;;;;
10. Nov 00;;;;;;;;;;;;;;;;;;
11. Nov 00;;;;;;;;;;;;;;;;;;
12. Nov 00;;;;;;;;;;;;;;;;;;
13. Nov 00;;;;;;;;;;;;;;;;;;
14. Nov 00;;;;;;;;;;;;;;;;;;
15. Nov 00;;;;;;;;;;;;;;;;;;
16. Nov 00;;;;;;;;;;;;;;;;;;
17. Nov 00;;;;;;;;;;;;;;;;;;
18. Nov 00;;;;;;;;;;;;;;;;;;
19. Nov 00;;;;;;;;;;;;;;;;;;
20. Nov 00;;;;;;;;;;;;;;;;;;
21. Nov 00;;;;;;;;;;;;;;;;;;
22. Nov 00;;;;;;;;;;;;;;;;;;
23. Nov 00;;;;;;;;;;;;;;;;;;
24. Nov 00;;;;;;;;;;;;;;;;;;
25. Nov 00;;;;;;;;;;;;;;;;;;
26. Nov 00;;;;;;;;;;;;;;;;;;
27. Nov 00;;;;;;;;;;;;;;;;;;
28. Nov 00;;;;;;;;;;;;;;;;;;
29. Nov 00;;;;;;;;;;;;;;;;;;
30. Nov 00;;;;;;;;;;;;;;;;;;
01-DEC-2000;;;;;;;;;;;;;;;;;;
02-DEC-2000;;;;;;;;;;;;;;;;;;
03-DEC-2000;;;;;;;;;;;;;;;;;;
04-DEC-2000;;;;;;;;;;;;;;;;;;
05-DEC-2000;;;;;;;;;;;;;;;;;;
06-DEC-2000;;;;;;;;;;;;;;;;;;
07-DEC-2000;;;;;;;;;;;;;;;;;;
08-DEC-2000;;;;;;;;;;;;;;;;;;
09-DEC-2000;;;;;;;;;;;;;;;;;;
10-DEC-2000;;;;;;;;;;;;;;;;;;
11-DEC-2000;;;;;;;;;;;;;;;;;;
12-DEC-2000;;;;;;;;;;;;;;;;;;
13-DEC-2000;;;;;;;;;;;;;;;;;;
14-DEC-2000;;;;;;;;;;;;;;;;;;
15-DEC-2000;;;;;;;;;;;;;;;;;;
16-DEC-2000;;;;;;;;;;;;;;;;;;
17-DEC-2000;;;;;;;;;;;;;;;;;;
18-DEC-2000;;;;;;;;;;;;;;;;;;
19-DEC-2000;;;;;;;;;;;;;;;;;;
20-DEC-2000;;;;;;;;;;;;;;;;;;
21-DEC-2000;;;;;;;;;;;;;;;;;;
22-DEC-2000;;;;;;;;;;;;;;;;;;
23-DEC-2000;;;;;;;;;;;;;;;;;;
24-DEC-2000;;;;;;;;;;;;;;;;;;
25-DEC-2000;;;;;;;;;;;;;;;;;;
26-DEC-2000;;;;;;;;;;;;;;;;;;
27-DEC-2000;;;;;;;;;;;;;;;;;;
28-DEC-2000;;;;;;;;;;;;;;;;;;
29-DEC-2000;;;;;;;;;;;;;;;;;;
30-DEC-2000;;;;;;;;;;;;;;;;;;
31-DEC-2000;;;;;;;;;;;;;;;;;;
01. Jan 01;;;;;;;;;;;;;;;;;;
02. Jan 01;;;;;;;;;;;;;;;;;;
03. Jan 01;;;;;;;;;;;;;;;;;;
04. Jan 01;;;;;;;;;;;;;;;;;;
05. Jan 01;;;;;;;;;;;;;;;;;;
06. Jan 01;;;;;;;;;;;;;;;;;;
07. Jan 01;;;;;;;;;;;;;;;;;;
08. Jan 01;;;;;;;;;;;;;;;;;;
09. Jan 01;;;;;;;;;;;;;;;;;;
10. Jan 01;;;;;;;;;;;;;;;;;;
11. Jan 01;;;;;;;;;;;;;;;;;;
12. Jan 01;;;;;;;;;;;;;;;;;;
13. Jan 01;;;;;;;;;;;;;;;;;;
14. Jan 01;;;;;;;;;;;;;;;;;;
15. Jan 01;;;;;;;;;;;;;;;;;;
16. Jan 01;;;;;;;;;;;;;;;;;;
17. Jan 01;;;;;;;;;;;;;;;;;;
18. Jan 01;;;;;;;;;;;;;;;;;;
19. Jan 01;;;;;;;;;;;;;;;;;;
20. Jan 01;;;;;;;;;;;;;;;;;;
21. Jan 01;;;;;;;;;;;;;;;;;;
22. Jan 01;;;;;;;;;;;;;;;;;;
23. Jan 01;;;;;;;;;;;;;;;;;;
24. Jan 01;;;;;;;;;;;;;;;;;;
25. Jan 01;;;;;;;;;;;;;;;;;;
26. Jan 01;;;;;;;;;;;;;;;;;;
27. Jan 01;;;;;;;;;;;;;;;;;;
28. Jan 01;;;;;;;;;;;;;;;;;;
29. Jan 01;;;;;;;;;;;;;;;;;;
30. Jan 01;;;;;;;;;;;;;;;;;;
31. Jan 01;;;;;;;;;;;;;;;;;;
01. Feb 01;;;;;;;;;;;;;;;;;;
02. Feb 01;;;;;;;;;;;;;;;;0.016233572;;
03. Feb 01;;;;;;;;;;;;;;;;;;
04. Feb 01;;;;;;;;;;;;;;;;;;
05. Feb 01;;;;;;;;;;;;;;;;;;
06. Feb 01;;;;;;;;;;;;;;;;;;
07. Feb 01;;;;;;;;;;;;;;;;;;
08. Feb 01;;;;;;;;;;;;;;;;0.081140529;;
09. Feb 01;;;;;;;;;;;;;;;;0.124072852;;
10. Feb 01;;;;;;;;;;;;;;;;0.210742893;;
11. Feb 01;;;;;;;;;;;;;;;;0.263469232;;
12. Feb 01;;;;;;;;;;;;;;;;0.123510296;;
13. Feb 01;;;;;;;;;;;;;;;;0.117799957;;
14. Feb 01;;;;;;;;;;;;;;;;0.233171424;;
15. Feb 01;;;;;;;;;;;;;;;;0.392837608;;
16. Feb 01;;;;;;;;;;;;;;;;0.588233514;;
17. Feb 01;;;0.023786132;;;;;;;;;;;;;0.722488413;;
18. Feb 01;;;0.003659388;;;;;;;;;;;;;0.3864536;;
19. Feb 01;;;;;;;;;;;;;;;;;;
20. Feb 01;;;0.015979138;;;;;;;;;;;;;;;
21. Feb 01;;;0.035973982;;;;;;;;;;;;;0.086776913;;
22. Feb 01;;;0.071517284;;;;;;;;;;;;;0.207629061;;
23. Feb 01;;;0.093931931;;;;;;;;;;;;;0.248779498;;
24. Feb 01;;;0.132344157;;;;;;;;;;;;;0.220813299;;
25. Feb 01;;;0.169301376;;;;;;;;;;;;;0.330388129;;
26. Feb 01;;;0.183612893;;;;;;;;;;;;;0.545640798;;
27. Feb 01;;;0.160111955;;;;;;;;;;;;;0.720183214;;
28. Feb 01;;;0.109954255;;;;;;;;;;;;;0.867725098;;
01-MAR-2001;;;0.067468413;;;;;;;;;;;;;0.868650388;;
02-MAR-2001;;;0.031702178;;;;;;;;;;;;;0.906866807;;
03-MAR-2001;;;0.002754337;;;;;;;;;;;;;0.953002085;;
04-MAR-2001;;;;;;;;;;;;;;;;1.000469018;;
05-MAR-2001;;;;;;;;;;;;;;;;0.802676655;;
06-MAR-2001;;;;;;;;;;;;;;;;;;
07-MAR-2001;;;;;;;;;;;;;;;;;;
08-MAR-2001;;;;;;;;;;;;;;;;;;
09-MAR-2001;;;;;;;;;;;;;;;;;;
10-MAR-2001;;;;;;;;;;;;;;;;;;
11-MAR-2001;;;;;;;;;;;;;;;;;;
12-MAR-2001;;;;;;;;;;;;;;;;;;
13-MAR-2001;;;;;;;;;;;;;;;;;;
14-MAR-2001;;;;;;;;;;;;;;;;;;
15-MAR-2001;;;;;;;;;;;;;;;;;;
16-MAR-2001;;;;;;;;;;;;;;;;;;
17-MAR-2001;;;;;;;;;;;;;;;;;;
18-MAR-2001;;;;;;;;;;;;;;;;;;
19-MAR-2001;;;;;;;;;;;;;;;;;;
20-MAR-2001;;;;;;;;;;;;;;;;;;
21-MAR-2001;;;;;;;;;;;;;;;;;;
22-MAR-2001;;;;;;;;;;;;;;;;;;
23-MAR-2001;;;;;;;;;;;;;;;;;;
24-MAR-2001;;;;;;;;;;;;;;;;;;
25-MAR-2001;;;;;;;;;;;;;;;;;;
26-MAR-2001;;;;;;;;;;;;;;;;;;
27-MAR-2001;;;;;;;;;;;;;;;;;;
28-MAR-2001;;;;;;;;;;;;;;;;;;
29-MAR-2001;;;;;;;;;;;;;;;;;;
30-MAR-2001;;;;;;;;;;;;;;;;;;
31-MAR-2001;;;;;;;;;;;;;;;;;;
01. Apr 01;;;;;;;;;;;;;;;;;;
02. Apr 01;;;;;;;;;;;;;;;;;;
03. Apr 01;;;;;;;;;;;;;;;;;;
04. Apr 01;;;;;;;;;;;;;;;;;;
05. Apr 01;;;;;;;;;;;;;;;;;;
06. Apr 01;;;;;;;;;;;;;;;;;;
07. Apr 01;;;;;;;;;;;;;;;;;;
08. Apr 01;;;;;;;;;;;;;;;;;;
09. Apr 01;;;;;;;;;;;;;;;;;;
10. Apr 01;;;;;;;;;;;;;;;;;;
11. Apr 01;;;;;;;;;;;;;;;;;;
12. Apr 01;;;;;;;;;;;;;;;;;;
13. Apr 01;;;;;;;;;;;;;;;;;;
14. Apr 01;;;;;;;;;;;;;;;;;;
15. Apr 01;;;;;;;;;;;;;;;;;;
16. Apr 01;;;;;;;;;;;;;;;;;;
17. Apr 01;;;;;;;;;;;;;;;;;;
18. Apr 01;;;;;;;;;;;;;;;;;;
19. Apr 01;;;;;;;;;;;;;;;;;;
20. Apr 01;;;;;;;;;;;;;;;;;;
21. Apr 01;;;;;;;;;;;;;;;;;;
22. Apr 01;;;;;;;;;;;;;;;;;;
23. Apr 01;;;;;;;;;;;;;;;;;;
24. Apr 01;;;;;;;;;;;;;;;;;;
25. Apr 01;;;;;;;;;;;;;;;;;;
26. Apr 01;;;;;;;;;;;;;;;;;;
27. Apr 01;;;;;;;;;;;;;;;;;;
28. Apr 01;;;;;;;;;;;;;;;;;;
29. Apr 01;;;;;;;;;;;;;;;;;;
30. Apr 01;;;;;;;;;;;;;;;;;;
01-MAY-2001;;;;;;;;;;;;;;;;;;
02-MAY-2001;;;;;;;;;;;;;;;;;;
03-MAY-2001;;;;;;;;;;;;;;;;;;
04-MAY-2001;;;;;;;;;;;;;;;;;;
05-MAY-2001;;;;;;;;;;;;;;;;;;
06-MAY-2001;;;;;;;;;;;;;;;;;;
07-MAY-2001;;;;;;;;;;;;;;;;;;
08-MAY-2001;;;;;;;;;;;;;;;;;;
09-MAY-2001;;;;;;;;;;;;;;;;;;
10-MAY-2001;;;;;;;;;;;;;;;;;;
11-MAY-2001;;;;;;;;;;;;;;;;;;
12-MAY-2001;;;;;;;;;;;;;;;;;;
13-MAY-2001;;;;;;;;;;;;;;;;;;
14-MAY-2001;;;;;;;;;;;;;;;;;;
15-MAY-2001;;;;;;;;;;;;;;;;;;
16-MAY-2001;;;;;;;;;;;;;;;;;;
17-MAY-2001;;;;;;;;;;;;;;;;;;
18-MAY-2001;;;;;;;;;;;;;;;;;;
19-MAY-2001;;;;;;;;;;;;;;;;;;
20-MAY-2001;;;;;;;;;;;;;;;;;;
21-MAY-2001;;;;;;;;;;;;;;;;;;
22-MAY-2001;;;;;;;;;;;;;;;;;;
23-MAY-2001;;;;;;;;;;;;;;;;;;
24-MAY-2001;;;;;;;;;;;;;;;;;;
25-MAY-2001;;;;;;;;;;;;;;;;;;
26-MAY-2001;;;;;;;;;;;;;;;;;;
27-MAY-2001;;;;;;;;;;;;;;;;;;
28-MAY-2001;;;;;;;;;;;;;;;;;;
29-MAY-2001;;;;;;;;;;;;;;;;;;
30-MAY-2001;;;;;;;;;;;;;;;;;;
31-MAY-2001;;;;;;;;;;;;;;;;;;
01. Jun 01;;;;;;;;;;;;;;;;;;
02. Jun 01;;;;;;;;;;;;;;;;;;
03. Jun 01;;;;;;;;;;;;;;;;;;
04. Jun 01;;;;;;;;;;;;;;;;;;
05. Jun 01;;;;;;;;;;;;;;;;;;
06. Jun 01;;;;;;;;;;;;;;;;;;
07. Jun 01;;;;;;;;;;;;;;;;;;
08. Jun 01;;;;;;;;;;;;;;;;;;
09. Jun 01;;;;;;;;;;;;;;;;;;
10. Jun 01;;;;;;;;;;;;;;;;;;
11. Jun 01;;;;;;;;;;;;;;;;;;
12. Jun 01;;;;;;;;;;;;;;;;;;
13. Jun 01;;;;;;;;;;;;;;;;;;
14. Jun 01;;;;;;;;;;;;;;;;;;
15. Jun 01;;;;;;;;;;;;;;;;;;
16. Jun 01;;;;;;;;;;;;;;;;;;
17. Jun 01;;;;;;;;;;;;;;;;;;
18. Jun 01;;;;;;;;;;;;;;;;;;
19. Jun 01;;;;;;;;;;;;;;;;;;
20. Jun 01;;;;;;;;;;;;;;;;;;
21. Jun 01;;;;;;;;;;;;;;;;;;
22. Jun 01;;;;;;;;;;;;;;;;;;
23. Jun 01;;;;;;;;;;;;;;;;;;
24. Jun 01;;;;;;;;;;;;;;;;;;
25. Jun 01;;;;;;;;;;;;;;;;;;
26. Jun 01;;;;;;;;;;;;;;;;;;
27. Jun 01;;;;;;;;;;;;;;;;;;
28. Jun 01;;;;;;;;;;;;;;;;;;
29. Jun 01;;;;;;;;;;;;;;;;;;
30. Jun 01;;;;;;;;;;;;;;;;;;
01. Jul 01;;;;;;;;;;;;;;;;;;
02. Jul 01;;;;;;;;;;;;;;;;;;
03. Jul 01;;;;;;;;;;;;;;;;;;
04. Jul 01;;;;;;;;;;;;;;;;;;
05. Jul 01;;;;;;;;;;;;;;;;;;
06. Jul 01;;;;;;;;;;;;;;;;;;
07. Jul 01;;;;;;;;;;;;;;;;;;
08. Jul 01;;;;;;;;;;;;;;;;;;
09. Jul 01;;;;;;;;;;;;;;;;;;
10. Jul 01;;;;;;;;;;;;;;;;;;
11. Jul 01;;;;;;;;;;;;;;;;;;
12. Jul 01;;;;;;;;;;;;;;;;;;
13. Jul 01;;;;;;;;;;;;;;;;;;
14. Jul 01;;;;;;;;;;;;;;;;;;
15. Jul 01;;;;;;;;;;;;;;;;;;
16. Jul 01;;;;;;;;;;;;;;;;;;
17. Jul 01;;;;;;;;;;;;;;;;;;
18. Jul 01;;;;;;;;;;;;;;;;;;
19. Jul 01;;;;;;;;;;;;;;;;;;
20. Jul 01;;;;;;;;;;;;;;;;;;
21. Jul 01;;;;;;;;;;;;;;;;;;
22. Jul 01;;;;;;;;;;;;;;;;;;
23. Jul 01;;;;;;;;;;;;;;;;;;
24. Jul 01;;;;;;;;;;;;;;;;;;
25. Jul 01;;;;;;;;;;;;;;;;;;
26. Jul 01;;;;;;;;;;;;;;;;;;
27. Jul 01;;;;;;;;;;;;;;;;;;
28. Jul 01;;;;;;;;;;;;;;;;;;
29. Jul 01;;;;;;;;;;;;;;;;;;
30. Jul 01;;;;;;;;;;;;;;;;;;
31. Jul 01;;;;;;;;;;;;;;;;;;
01. Aug 01;;;;;;;;;;;;;;;;;;
02. Aug 01;;;;;;;;;;;;;;;;;;
03. Aug 01;;;;;;;;;;;;;;;;;;
04. Aug 01;;;;;;;;;;;;;;;;;;
05. Aug 01;;;;;;;;;;;;;;;;;;
06. Aug 01;;;;;;;;;;;;;;;;;;
07. Aug 01;;;;;;;;;;;;;;;;;;
08. Aug 01;;;;;;;;;;;;;;;;;;
09. Aug 01;;;;;;;;;;;;;;;;;;
10. Aug 01;;;;;;;;;;;;;;;;;;
11. Aug 01;;;;;;;;;;;;;;;;;;
12. Aug 01;;;;;;;;;;;;;;;;;;
13. Aug 01;;;;;;;;;;;;;;;;;;
14. Aug 01;;;;;;;;;;;;;;;;;;
15. Aug 01;;;;;;;;;;;;;;;;;;
16. Aug 01;;;;;;;;;;;;;;;;;;
17. Aug 01;;;;;;;;;;;;;;;;;;
18. Aug 01;;;;;;;;;;;;;;;;;;
19. Aug 01;;;;;;;;;;;;;;;;;;
20. Aug 01;;;;;;;;;;;;;;;;;;
21. Aug 01;;;;;;;;;;;;;;;;;;
22. Aug 01;;;;;;;;;;;;;;;;;;
23. Aug 01;;;;;;;;;;;;;;;;;;
24. Aug 01;;;;;;;;;;;;;;;;;;
25. Aug 01;;;;;;;;;;;;;;;;;;
26. Aug 01;;;;;;;;;;;;;;;;;;
27. Aug 01;;;;;;;;;;;;;;;;;;
28. Aug 01;;;;;;;;;;;;;;;;;;
29. Aug 01;;;;;;;;;;;;;;;;;;
30. Aug 01;;;;;;;;;;;;;;;;;;
31. Aug 01;;;;;;;;;;;;;;;;;;
01. Sep 01;;;;;;;;;;;;;;;;;;
02. Sep 01;;;;;;;;;;;;;;;;;;
03. Sep 01;;;;;;;;;;;;;;;;;;
04. Sep 01;;;;;;;;;;;;;;;;;;
05. Sep 01;;;;;;;;;;;;;;;;;;
06. Sep 01;;;;;;;;;;;;;;;;;;
07. Sep 01;;;;;;;;;;;;;;;;;;
08. Sep 01;;;;;;;;;;;;;;;;;;
09. Sep 01;;;;;;;;;;;;;;;;;;
10. Sep 01;;;;;;;;;;;;;;;;;;
11. Sep 01;;;;;;;;;;;;;;;;;;
12. Sep 01;;;;;;;;;;;;;;;;;;
13. Sep 01;;;;;;;;;;;;;;;;;;
14. Sep 01;;;;;;;;;;;;;;;;;;
15. Sep 01;;;;;;;;;;;;;;;;;;
16. Sep 01;;;;;;;;;;;;;;;;;;
17. Sep 01;;;;;;;;;;;;;;;;;;
18. Sep 01;;;;;;;;;;;;;;;;;;
19. Sep 01;;;;;;;;;;;;;;;;;;
20. Sep 01;;;;;;;;;;;;;;;;;;
21. Sep 01;;;;;;;;;;;;;;;;;;
22. Sep 01;;;;;;;;;;;;;;;;;;
23. Sep 01;;;;;;;;;;;;;;;;;;
24. Sep 01;;;;;;;;;;;;;;;;;;
25. Sep 01;;;;;;;;;;;;;;;;;;
26. Sep 01;;;;;;;;;;;;;;;;;;
27. Sep 01;;;;;;;;;;;;;;;;;;
28. Sep 01;;;;;;;;;;;;;;;;;;
29. Sep 01;;;;;;;;;;;;;;;;;;
30. Sep 01;;;;;;;;;;;;;;;;;;
01-OCT-2001;;;;;;;;;;;;;;;;;;
02-OCT-2001;;;;;;;;;;;;;;;;;;
03-OCT-2001;;;;;;;;;;;;;;;;;;
04-OCT-2001;;;;;;;;;;;;;;;;;;
05-OCT-2001;;;;;;;;;;;;;;;;;;
06-OCT-2001;;;;;;;;;;;;;;;;;;
07-OCT-2001;;;;;;;;;;;;;;;;;;
08-OCT-2001;;;;;;;;;;;;;;;;;;
09-OCT-2001;;;;;;;;;;;;;;;;;;
10-OCT-2001;;;;;;;;;;;;;;;;;;
11-OCT-2001;;;;;;;;;;;;;;;;;;
12-OCT-2001;;;;;;;;;;;;;;;;;;
13-OCT-2001;;;;;;;;;;;;;;;;;;
14-OCT-2001;;;;;;;;;;;;;;;;;;
15-OCT-2001;;;;;;;;;;;;;;;;;;
16-OCT-2001;;;;;;;;;;;;;;;;;;
17-OCT-2001;;;;;;;;;;;;;;;;;;
18-OCT-2001;;;;;;;;;;;;;;;;;;
19-OCT-2001;;;;;;;;;;;;;;;;;;
20-OCT-2001;;;;;;;;;;;;;;;;;;
21-OCT-2001;;;;;;;;;;;;;;;;;;
22-OCT-2001;;;;;;;;;;;;;;;;;;
23-OCT-2001;;;;;;;;;;;;;;;;;;
24-OCT-2001;;;;;;;;;;;;;;;;;;
25-OCT-2001;;;;;;;;;;;;;;;;;;
26-OCT-2001;;;;;;;;;;;;;;;;;;
27-OCT-2001;;;;;;;;;;;;;;;;;;
28-OCT-2001;;;;;;;;;;;;;;;;;;
29-OCT-2001;;;;;;;;;;;;;;;;;;
30-OCT-2001;;;;;;;;;;;;;;;;;;
31-OCT-2001;;;;;;;;;;;;;;;;;;
01. Nov 01;;;;;;;;;;;;;;;;;;
02. Nov 01;;;;;;;;;;;;;;;;;;
03. Nov 01;;;;;;;;;;;;;;;;;;
04. Nov 01;;;;;;;;;;;;;;;;;;
05. Nov 01;;;;;;;;;;;;;;;;;;
06. Nov 01;;;;;;;;;;;;;;;;;;
07. Nov 01;;;;;;;;;;;;;;;;;;
08. Nov 01;;;;;;;;;;;;;;;;;;
09. Nov 01;;;;;;;;;;;;;;;;;;
10. Nov 01;;;;;;;;;;;;;;;;;;
11. Nov 01;;;;;;;;;;;;;;;;;;
12. Nov 01;;;;;;;;;;;;;;;;;;
13. Nov 01;;;;;;;;;;;;;;;;;;
14. Nov 01;;;;;;;;;;;;;;;;;;
15. Nov 01;;;;;;;;;;;;;;;;;;
16. Nov 01;;;;;;;;;;;;;;;;;;
17. Nov 01;;;;;;;;;;;;;;;;;;
18. Nov 01;;;;;;;;;;;;;;;;;;
19. Nov 01;;;;;;;;;;;;;;;;;;
20. Nov 01;;;;;;;;;;;;;;;;;;
21. Nov 01;;;;;;;;;;;;;;;;;;
22. Nov 01;;;;;;;;;;;;;;;;;;
23. Nov 01;;;;;;;;;;;;;;;;;;
24. Nov 01;;;;;;;;;;;;;;;;;;
25. Nov 01;;;;;;;;;;;;;;;;;;
26. Nov 01;;;;;;;;;;;;;;;;;;
27. Nov 01;;;;;;;;;;;;;;;;;;
28. Nov 01;;;;;;;;;;;;;;;;0.188243228;;
29. Nov 01;;;;;;;;;;;;;;;;0.499536404;;
30. Nov 01;;;;;;;;;;;;;;;;0.733082795;;
01-DEC-2001;;;;;;;;;;;;;;;;0.918262734;;
02-DEC-2001;;;;;;;;;;;;;;;;1.076911827;;
03-DEC-2001;;;;;;;;;;;;;;;;1.101312225;;
04-DEC-2001;;;;;;;;;;;;;;;;0.987537722;;
05-DEC-2001;;;;;;;;;;;;;;;;1.00205435;;
06-DEC-2001;;;;;;;;;;;;;;;;1.096217024;;
07-DEC-2001;;;;;;;;;;;;;;;;1.28831829;;
08-DEC-2001;;;;;;;0.031667136;;;;;;;;;1.489978234;;
09-DEC-2001;;;;;;;;;;;;;;;;1.669616451;;
10-DEC-2001;;;;;;;;;;;;;;;;1.625574367;;
11-DEC-2001;;;;;;;;;;;;;;;;1.620089083;;
12-DEC-2001;;;;;;;;;;;;;;;;1.748501682;;
13-DEC-2001;;;;;;;;;;;;;;;;1.823219116;;
14-DEC-2001;;;;;;;;;;;;;;;;1.936062858;;
15-DEC-2001;;;;;;;;;;;;;;;;2.04270236;;
16-DEC-2001;;;;;;;0.025092145;;;;;;;;;1.863203816;;
17-DEC-2001;;;;;;;0.093971237;;;;;;;;;1.598070167;;
18-DEC-2001;;;;;;;0.095114274;;;;;;;;;1.477240715;;
19-DEC-2001;;;;;;;0.11385258;;;;;;;;;1.224160388;;
20-DEC-2001;;;;;;;0.023183728;;;;;;;;;0.913792132;;
21-DEC-2001;;;;;;;;;;;;;;;;0.295607015;;
22-DEC-2001;;;;;;;;;;;;;;;;;;
23-DEC-2001;;;;;;;;;;;;;;;;;;
24-DEC-2001;;;;;;;;;;;;;;;;;;
25-DEC-2001;;;;;;;;;;;;;;;;;;
26-DEC-2001;;;;;;;;;;;;;;;;;;
27-DEC-2001;;;;;;;;;;;;;;;;;;
28-DEC-2001;;;;;;;;;;;;;;;;;;
29-DEC-2001;;;;;;;;;;;;;;;;;;
30-DEC-2001;;;;;;;;;;;;;;;;;;
31-DEC-2001;;;;;;;;;;;;;;;;;;
01. Jan 02;;;;;;;;;;;;;;;;;;
02. Jan 02;;;;;;;;;;;;;;;;;;
03. Jan 02;;;;;;;;;;;;;;;;;;
04. Jan 02;;;;;;;;;;;;;;;;;;
05. Jan 02;;;;;;;;;;;;;;;;;;
06. Jan 02;;;;;;;;;;;;;;;;;;
07. Jan 02;;;;;;;;;;;;;;;;;;
08. Jan 02;;;;;;;;;;;;;;;;;;
09. Jan 02;;;;;;;;;;;;;;;;;;
10. Jan 02;;;;;;;;;;;;;;;;;;
11. Jan 02;;;;;;;;;;;;;;;;;;
12. Jan 02;;;;;;;;;;;;;;;;;;
13. Jan 02;;;;;;;;;;;;;;;;;;
14. Jan 02;;;;;;;;;;;;;;;;;;
15. Jan 02;;;;;;;;;;;;;;;;;;
16. Jan 02;;;;;;;;;;;;;;;;;;
17. Jan 02;;;;;;;;;;;;;;;;;;
18. Jan 02;;;;;;;;;;;;;;;;;;
19. Jan 02;;;;;;;;;;;;;;;;;;
20. Jan 02;;;;;;;;;;;;;;;;;;
21. Jan 02;;;;;;;;;;;;;;;;;0.022946778;
22. Jan 02;;;;;;;;;;;;;;;;;0.053690741;
23. Jan 02;;;;;;;;;;;;;;;;;0.081224486;
24. Jan 02;;;;;;;;;;;;;;;;;0.059537743;
25. Jan 02;;;;;;;;;;;;;;;;;0.033356026;
26. Jan 02;;;;;;;;;;;;;;;;;0.008794217;
27. Jan 02;;;;;;;;;;;;;;;;;0.031100705;
28. Jan 02;;;;;;;;;;;;;;;;;0.046840203;
29. Jan 02;;;;;;;;;;;;;;;;;0.074549261;
30. Jan 02;;;;;;;;;;;;;;;;;0.095256346;
