ref_yr,anomMonths,anom_sev,anom_int,mhw_yes_no
GSL-S-8-2001,0,0,0,no
GSL-S-8-2002,0,0,0,no
GSL-S-8-2004,0,0,0,no
GSL-S-8-2005,0,0,0,no
GSL-S-8-2006,3,1.1282671610000001,0.37608905366666673,yes
GSL-S-8-2007,0,0,0,no
GSL-S-8-2008,1,2.79704e-4,2.79704e-4,yes
GSL-S-8-2009,0,0,0,no
GSL-S-8-2010,1,0.484919809,0.484919809,yes
GSL-S-8-2011,0,0,0,no
GSL-S-8-2012,1,0.277295343,0.277295343,yes
GSL-S-8-2013,1,0.330109712,0.330109712,yes
GSL-S-8-2014,0,0,0,no
GSL-S-8-2015,0,0,0,no
GSL-S-8-2016,1,0.044177841,0.044177841,yes
GSL-S-8-2017,0,0,0,no
IE-IGFS-10-2003,2,0.33400712600000004,0.16700356300000002,yes
IE-IGFS-10-2004,0,0,0,no
IE-IGFS-10-2005,0,0,0,no
IE-IGFS-10-2006,0,0,0,no
IE-IGFS-10-2007,0,0,0,no
IE-IGFS-10-2008,3,0.24601125799999998,0.08200375266666667,yes
IE-IGFS-10-2009,0,0,0,no
IE-IGFS-10-2010,1,0.178249771,0.178249771,yes
IE-IGFS-10-2011,0,0,0,no
IE-IGFS-10-2012,0,0,0,no
IE-IGFS-10-2013,1,0.038821124,0.038821124,yes
IE-IGFS-10-2014,2,0.456477322,0.228238661,yes
IE-IGFS-10-2015,0,0,0,no
IE-IGFS-10-2016,0,0,0,no
IE-IGFS-10-2017,0,0,0,no
NEUS-9-1982,0,0,0,no
NEUS-9-1983,2,1.0967181510000001,0.5483590755000001,yes
NEUS-9-1984,0,0,0,no
NEUS-9-1985,1,0.466530653,0.466530653,yes
NEUS-9-1986,2,0.955851547,0.4779257735,yes
NEUS-9-1987,0,0,0,no
NEUS-9-1988,0,0,0,no
NEUS-9-1989,1,0.264925415,0.264925415,yes
NEUS-9-1990,2,0.5270991819999999,0.26354959099999997,yes
NEUS-9-1991,4,1.215810316,0.303952579,yes
NEUS-9-1992,0,0,0,no
NEUS-9-1993,0,0,0,no
NEUS-9-1994,0,0,0,no
NEUS-9-1995,0,0,0,no
NEUS-9-1996,0,0,0,no
NEUS-9-1997,0,0,0,no
NEUS-9-1998,0,0,0,no
NEUS-9-1999,0,0,0,no
NEUS-9-2000,1,0.094951331,0.094951331,yes
NEUS-9-2001,0,0,0,no
NEUS-9-2002,3,0.467586355,0.15586211833333333,yes
NEUS-9-2003,0,0,0,no
NEUS-9-2004,0,0,0,no
NEUS-9-2005,0,0,0,no
NEUS-9-2006,0,0,0,no
NEUS-9-2007,0,0,0,no
NEUS-9-2008,0,0,0,no
NEUS-9-2009,0,0,0,no
NEUS-9-2010,1,0.210269491,0.210269491,yes
NEUS-9-2011,0,0,0,no
NEUS-9-2012,4,1.653840399,0.41346009975,yes
NEUS-9-2013,0,0,0,no
NEUS-9-2014,0,0,0,no
NEUS-9-2015,0,0,0,no
NEUS-9-2016,2,0.12215362199999999,0.061076810999999995,yes
NEUS-9-2017,0,0,0,no
NIGFS-10-2009,0,0,0,no
NIGFS-10-2010,0,0,0,no
NIGFS-10-2011,0,0,0,no
NIGFS-10-2012,0,0,0,no
NIGFS-10-2013,0,0,0,no
NIGFS-10-2014,2,0.152881141,0.0764405705,yes
NIGFS-10-2015,0,0,0,no
NIGFS-10-2016,0,0,0,no
NIGFS-10-2017,0,0,0,no
Nor-BTS-8-1982,0,0,0,no
Nor-BTS-8-1983,0,0,0,no
Nor-BTS-8-1984,1,0.297122501,0.297122501,yes
Nor-BTS-8-1985,4,0.636077344,0.159019336,yes
Nor-BTS-8-1986,0,0,0,no
Nor-BTS-8-1987,0,0,0,no
Nor-BTS-8-1988,0,0,0,no
Nor-BTS-8-1989,1,0.185496975,0.185496975,yes
Nor-BTS-8-1990,5,1.599376447,0.3198752894,yes
Nor-BTS-8-1991,3,1.1109709570000001,0.37032365233333336,yes
Nor-BTS-8-1992,1,0.125656529,0.125656529,yes
Nor-BTS-8-1993,0,0,0,no
Nor-BTS-8-1994,0,0,0,no
Nor-BTS-8-1995,0,0,0,no
Nor-BTS-8-1996,0,0,0,no
Nor-BTS-8-1997,0,0,0,no
Nor-BTS-8-1998,0,0,0,no
Nor-BTS-8-1999,0,0,0,no
Nor-BTS-8-2000,0,0,0,no
NS-IBTS-1-1982,0,0,0,no
NS-IBTS-1-1983,0,0,0,no
NS-IBTS-1-1984,0,0,0,no
NS-IBTS-1-1985,0,0,0,no
NS-IBTS-1-1986,0,0,0,no
NS-IBTS-1-1987,0,0,0,no
NS-IBTS-1-1988,0,0,0,no
NS-IBTS-1-1989,1,0.099008046,0.099008046,yes
NS-IBTS-1-1990,3,0.443986711,0.14799557033333333,yes
NS-IBTS-1-1991,4,1.286587834,0.3216469585,yes
NS-IBTS-1-1992,0,0,0,no
NS-IBTS-1-1993,1,0.654345983,0.654345983,yes
NS-IBTS-1-1994,0,0,0,no
NS-IBTS-1-1995,0,0,0,no
NS-IBTS-1-1996,1,0.376485167,0.376485167,yes
NS-IBTS-1-1997,0,0,0,no
NS-IBTS-1-1998,1,0.875920518,0.875920518,yes
NS-IBTS-1-1999,0,0,0,no
NS-IBTS-1-2000,1,0.034333457,0.034333457,yes
NS-IBTS-1-2001,0,0,0,no
NS-IBTS-1-2002,0,0,0,no
NS-IBTS-1-2003,2,0.337665886,0.168832943,yes
NS-IBTS-1-2004,2,0.113902017,0.0569510085,yes
NS-IBTS-1-2005,0,0,0,no
NS-IBTS-1-2006,0,0,0,no
NS-IBTS-1-2007,2,0.951183665,0.4755918325,yes
NS-IBTS-1-2008,0,0,0,no
NS-IBTS-1-2009,1,0.293694389,0.293694389,yes
NS-IBTS-1-2010,1,0.040233806,0.040233806,yes
NS-IBTS-1-2011,0,0,0,no
NS-IBTS-1-2012,0,0,0,no
NS-IBTS-1-2013,0,0,0,no
NS-IBTS-1-2014,0,0,0,no
NS-IBTS-1-2015,1,0.062697557,0.062697557,yes
NS-IBTS-1-2016,0,0,0,no
NS-IBTS-1-2017,0,0,0,no
NS-IBTS-1-2018,0,0,0,no
PT-IBTS-9-2005,0,0,0,no
PT-IBTS-9-2006,2,0.16630999200000002,0.08315499600000001,yes
PT-IBTS-9-2007,1,0.647392611,0.647392611,yes
PT-IBTS-9-2008,0,0,0,no
PT-IBTS-9-2009,0,0,0,no
PT-IBTS-9-2010,0,0,0,no
PT-IBTS-9-2011,2,1.182077101,0.5910385505,yes
PT-IBTS-9-2013,0,0,0,no
PT-IBTS-9-2014,0,0,0,no
PT-IBTS-9-2015,2,0.436618322,0.218309161,yes
PT-IBTS-9-2016,0,0,0,no
PT-IBTS-9-2017,0,0,0,no
SCS-6-1982,1,0.197261841,0.197261841,yes
SCS-6-1983,4,0.683272147,0.17081803675,yes
SCS-6-1984,4,0.753579165,0.18839479125,yes
SCS-6-1985,0,0,0,no
SCS-6-1986,0,0,0,no
SCS-6-1987,0,0,0,no
SCS-6-1988,1,0.078459385,0.078459385,yes
SCS-6-1989,0,0,0,no
SCS-6-1990,0,0,0,no
SCS-6-1991,0,0,0,no
SCS-6-1992,0,0,0,no
SCS-6-1993,0,0,0,no
SCS-6-1994,0,0,0,no
SCS-6-1995,2,0.133227632,0.066613816,yes
SCS-6-1996,0,0,0,no
SCS-6-1997,0,0,0,no
SCS-6-1998,0,0,0,no
SCS-6-1999,0,0,0,no
SCS-6-2000,2,0.9143151890000001,0.45715759450000004,yes
SCS-6-2001,0,0,0,no
SCS-6-2002,0,0,0,no
SCS-6-2003,0,0,0,no
SCS-6-2004,0,0,0,no
SCS-6-2005,0,0,0,no
SCS-6-2006,0,0,0,no
SCS-6-2007,2,1.059479834,0.529739917,yes
SCS-6-2008,0,0,0,no
SCS-6-2009,0,0,0,no
SCS-6-2010,0,0,0,no
SCS-6-2011,0,0,0,no
SCS-6-2012,1,0.008099747,0.008099747,yes
SCS-6-2013,1,0.10651564,0.10651564,yes
SCS-6-2014,0,0,0,no
SCS-6-2015,0,0,0,no
SCS-6-2016,1,0.022857293,0.022857293,yes
SCS-6-2017,0,0,0,no
SEUS-4-1990,3,0.524120132,0.17470671066666665,yes
SEUS-4-1991,3,0.602001185,0.20066706166666667,yes
SEUS-4-1992,0,0,0,no
SEUS-4-1993,1,0.932715643,0.932715643,yes
SEUS-4-1994,0,0,0,no
SEUS-4-1995,0,0,0,no
SEUS-4-1996,0,0,0,no
SEUS-4-1997,1,0.381987708,0.381987708,yes
SEUS-4-1998,0,0,0,no
SEUS-4-1999,3,3.1561463549999997,1.052048785,yes
SEUS-4-2000,1,0.00145316,0.00145316,yes
SEUS-4-2001,1,1.103242223,1.103242223,yes
SEUS-4-2002,0,0,0,no
SEUS-4-2003,1,0.488814402,0.488814402,yes
SEUS-4-2004,0,0,0,no
SEUS-4-2005,0,0,0,no
SEUS-4-2006,0,0,0,no
SEUS-4-2007,0,0,0,no
SEUS-4-2008,0,0,0,no
SEUS-4-2009,0,0,0,no
SEUS-4-2010,0,0,0,no
SEUS-4-2011,0,0,0,no
SEUS-4-2012,0,0,0,no
SEUS-4-2013,0,0,0,no
SEUS-4-2014,0,0,0,no
SEUS-4-2015,0,0,0,no
SEUS-4-2016,0,0,0,no
SEUS-4-2017,0,0,0,no
SWC-IBTS-2-1990,2,0.307163952,0.153581976,yes
SWC-IBTS-2-1991,1,0.178376015,0.178376015,yes
SWC-IBTS-2-1992,0,0,0,no
SWC-IBTS-2-1993,1,0.196626988,0.196626988,yes
SWC-IBTS-2-1994,0,0,0,no
SWC-IBTS-2-1995,0,0,0,no
SWC-IBTS-2-1996,2,1.0618133680000001,0.5309066840000001,yes
SWC-IBTS-2-1997,0,0,0,no
SWC-IBTS-2-1998,3,0.41416797400000005,0.13805599133333335,yes
SWC-IBTS-2-1999,1,0.140045148,0.140045148,yes
SWC-IBTS-2-2000,0,0,0,no
SWC-IBTS-2-2001,0,0,0,no
SWC-IBTS-2-2002,1,0.018957259,0.018957259,yes
SWC-IBTS-2-2003,0,0,0,no
SWC-IBTS-2-2004,3,0.593876704,0.19795890133333335,yes
SWC-IBTS-2-2005,0,0,0,no
SWC-IBTS-2-2006,0,0,0,no
SWC-IBTS-2-2007,2,0.216274847,0.1081374235,yes
SWC-IBTS-2-2008,0,0,0,no
SWC-IBTS-2-2009,1,0.301553654,0.301553654,yes
SWC-IBTS-2-2010,1,0.033911453,0.033911453,yes
SWC-IBTS-2-2011,0,0,0,no
SWC-IBTS-2-2012,0,0,0,no
SWC-IBTS-2-2013,0,0,0,no
SWC-IBTS-2-2014,0,0,0,no
SWC-IBTS-2-2015,2,0.465967138,0.232983569,yes
SWC-IBTS-2-2016,0,0,0,no
SWC-IBTS-2-2017,0,0,0,no
WCANN-5-2003,0,0,0,no
WCANN-5-2004,0,0,0,no
WCANN-5-2005,0,0,0,no
WCANN-5-2006,0,0,0,no
WCANN-5-2007,0,0,0,no
WCANN-5-2008,0,0,0,no
WCANN-5-2009,0,0,0,no
WCANN-5-2010,0,0,0,no
WCANN-5-2011,0,0,0,no
WCANN-5-2012,0,0,0,no
WCANN-5-2013,0,0,0,no
WCANN-5-2014,1,0.336807687,0.336807687,yes
WCANN-5-2015,5,2.346956125,0.469391225,yes
WCANN-5-2016,3,0.478906634,0.15963554466666666,yes
WCANN-5-2017,0,0,0,no
