ref_yr,anom_days,anom_sev,anom_int,mhw_yes_no
GSL-S-8-2015,0,0,0,no
GSL-S-8-2016,79,17.69964626600001,0.2240461552658229,yes
GSL-S-8-2017,0,0,0,no
GSL-S-8-2018,0,0,0,no
GSL-S-8-2019,0,0,0,no
IE-IGFS-10-2003,20,0.7507485260000002,0.03753742630000001,yes
IE-IGFS-10-2004,0,0,0,no
IE-IGFS-10-2005,0,0,0,no
IE-IGFS-10-2006,0,0,0,no
IE-IGFS-10-2007,7,0.13328605200000002,0.019040864571428572,yes
IE-IGFS-10-2008,0,0,0,no
IE-IGFS-10-2009,0,0,0,no
IE-IGFS-10-2010,0,0,0,no
IE-IGFS-10-2011,0,0,0,no
IE-IGFS-10-2012,75,15.243457386000001,0.20324609848000003,yes
IE-IGFS-10-2013,27,4.8855889790000004,0.18094773996296298,yes
IE-IGFS-10-2014,0,0,0,no
IE-IGFS-10-2015,0,0,0,no
IE-IGFS-10-2016,0,0,0,no
IE-IGFS-10-2017,58,7.966130515999999,0.13734707786206896,yes
IE-IGFS-10-2018,0,0,0,no
IE-IGFS-10-2019,143,17.234947428,0.1205241078881119,yes
NEUS-9-1994,0,0,0,no
NEUS-9-1995,19,7.418716644999998,0.3904587707894736,yes
NEUS-9-1996,26,2.4382709869999997,0.09377965334615383,yes
NEUS-9-1997,2,0.078574685,0.0392873425,yes
NEUS-9-1998,0,0,0,no
NEUS-9-1999,51,4.225839496000001,0.08285959796078433,yes
NEUS-9-2000,83,18.562753842999992,0.2236476366626505,yes
NEUS-9-2001,0,0,0,no
NEUS-9-2002,60,8.628117697000002,0.1438019616166667,yes
NEUS-9-2003,0,0,0,no
NEUS-9-2004,0,0,0,no
NEUS-9-2005,0,0,0,no
NEUS-9-2006,0,0,0,no
NEUS-9-2007,17,2.9150810359999997,0.1714753550588235,yes
NEUS-9-2008,0,0,0,no
NEUS-9-2009,0,0,0,no
NEUS-9-2010,0,0,0,no
NEUS-9-2011,0,0,0,no
NEUS-9-2012,178,67.09159524200001,0.3769190743932585,yes
NEUS-9-2013,0,0,0,no
NEUS-9-2014,0,0,0,no
NEUS-9-2015,12,0.8848006250000002,0.07373338541666669,yes
NEUS-9-2016,37,9.238888124,0.24969967902702705,yes
NEUS-9-2017,0,0,0,no
NEUS-9-2018,0,0,0,no
NEUS-9-2019,0,0,0,no
NIGFS-10-2009,0,0,0,no
NIGFS-10-2010,0,0,0,no
NIGFS-10-2011,0,0,0,no
NIGFS-10-2012,10,0.6506695709999999,0.06506695709999999,yes
NIGFS-10-2013,0,0,0,no
NIGFS-10-2014,0,0,0,no
NIGFS-10-2015,0,0,0,no
NIGFS-10-2016,27,5.945815278999999,0.22021538070370367,yes
NIGFS-10-2017,21,2.9442277810000004,0.14020132290476192,yes
NIGFS-10-2018,0,0,0,no
NIGFS-10-2019,0,0,0,no
Nor-BTS-8-1994,0,0,0,no
Nor-BTS-8-1995,0,0,0,no
Nor-BTS-8-1996,0,0,0,no
Nor-BTS-8-1997,0,0,0,no
Nor-BTS-8-1998,0,0,0,no
Nor-BTS-8-1999,0,0,0,no
Nor-BTS-8-2000,0,0,0,no
Nor-BTS-8-2001,0,0,0,no
Nor-BTS-8-2002,0,0,0,no
Nor-BTS-8-2003,0,0,0,no
Nor-BTS-8-2004,0,0,0,no
Nor-BTS-8-2005,0,0,0,no
Nor-BTS-8-2006,28,0.8312597210000001,0.029687847178571432,yes
Nor-BTS-8-2007,0,0,0,no
Nor-BTS-8-2008,27,0.464217387,0.017193236555555554,yes
Nor-BTS-8-2009,0,0,0,no
Nor-BTS-8-2010,0,0,0,no
Nor-BTS-8-2011,0,0,0,no
Nor-BTS-8-2012,159,10.137496405000002,0.06375783902515725,yes
Nor-BTS-8-2013,137,13.428076464999998,0.09801515667883211,yes
Nor-BTS-8-2014,0,0,0,no
Nor-BTS-8-2015,0,0,0,no
Nor-BTS-8-2016,19,0.430122997,0.022638052473684212,yes
Nor-BTS-8-2017,126,11.128883689,0.08832447372222223,yes
NS-IBTS-1-1994,0,0,0,no
NS-IBTS-1-1995,0,0,0,no
NS-IBTS-1-1996,0,0,0,no
NS-IBTS-1-1997,0,0,0,no
NS-IBTS-1-1998,0,0,0,no
NS-IBTS-1-1999,147,19.970022776000004,0.13585049507482996,yes
NS-IBTS-1-2000,0,0,0,no
NS-IBTS-1-2001,0,0,0,no
NS-IBTS-1-2002,0,0,0,no
NS-IBTS-1-2003,26,2.252733009,0.08664357726923076,yes
NS-IBTS-1-2004,14,0.714757794,0.05105412814285714,yes
NS-IBTS-1-2005,11,0.28554851000000003,0.02595895545454546,yes
NS-IBTS-1-2006,18,2.632722239999999,0.14626234666666663,yes
NS-IBTS-1-2007,14,1.471751278,0.10512509128571428,yes
NS-IBTS-1-2008,221,42.07885894200001,0.19040207666063352,yes
NS-IBTS-1-2009,0,0,0,no
NS-IBTS-1-2010,8,0.13272404799999998,0.016590505999999998,yes
NS-IBTS-1-2011,0,0,0,no
NS-IBTS-1-2012,0,0,0,no
NS-IBTS-1-2013,0,0,0,no
NS-IBTS-1-2014,0,0,0,no
NS-IBTS-1-2015,18,0.38146585800000005,0.02119254766666667,yes
NS-IBTS-1-2016,6,0.557100368,0.09285006133333333,yes
NS-IBTS-1-2017,7,0.3830967659999999,0.05472810942857142,yes
NS-IBTS-1-2018,0,0,0,no
NS-IBTS-1-2019,0,0,0,no
PT-IBTS-9-2005,0,0,0,no
PT-IBTS-9-2006,42,2.639370155999999,0.06284214657142854,yes
PT-IBTS-9-2007,50,13.155039112,0.26310078224,yes
PT-IBTS-9-2008,52,15.809296608000002,0.3040249347692308,yes
PT-IBTS-9-2009,0,0,0,no
PT-IBTS-9-2010,101,11.15794793,0.11047473198019803,yes
PT-IBTS-9-2011,3,0.058014825000000006,0.019338275000000002,yes
PT-IBTS-9-2013,0,0,0,no
PT-IBTS-9-2014,8,0.79578752,0.09947344,yes
PT-IBTS-9-2015,0,0,0,no
PT-IBTS-9-2016,16,1.470467721,0.0919042325625,yes
PT-IBTS-9-2017,45,9.47656308,0.21059029066666668,yes
SCS-6-1994,22,1.5235678629999998,0.06925308468181818,yes
SCS-6-1995,0,0,0,no
SCS-6-1996,0,0,0,no
SCS-6-1997,0,0,0,no
SCS-6-1998,0,0,0,no
SCS-6-1999,0,0,0,no
SCS-6-2000,38,0.8529852669999998,0.02244698071052631,yes
SCS-6-2001,85,3.762181502000001,0.044260958847058836,yes
SCS-6-2002,0,0,0,no
SCS-6-2003,0,0,0,no
SCS-6-2004,0,0,0,no
SCS-6-2005,0,0,0,no
SCS-6-2006,0,0,0,no
SCS-6-2007,0,0,0,no
SCS-6-2008,0,0,0,no
SCS-6-2009,0,0,0,no
SCS-6-2010,0,0,0,no
SCS-6-2011,0,0,0,no
SCS-6-2012,33,4.170492638,0.1263785647878788,yes
SCS-6-2013,89,11.099520801000004,0.12471371686516859,yes
SCS-6-2014,0,0,0,no
SCS-6-2015,192,19.996075772,0.10414622797916667,yes
SCS-6-2016,42,3.8299263029999997,0.09118872149999999,yes
SCS-6-2017,0,0,0,no
SEUS-4-1994,2,0.172127619,0.0860638095,yes
SEUS-4-1995,10,2.8683611499999997,0.28683611499999995,yes
SEUS-4-1996,0,0,0,no
SEUS-4-1997,55,42.50295633599999,0.7727810242909089,yes
SEUS-4-1998,0,0,0,no
SEUS-4-1999,75,85.97440835399998,1.1463254447199998,yes
SEUS-4-2000,14,6.330847009999999,0.45220335785714283,yes
SEUS-4-2001,21,8.18309238,0.3896710657142857,yes
SEUS-4-2002,25,27.783812483000002,1.1113524993200001,yes
SEUS-4-2003,23,5.3984003849999995,0.23471306021739127,yes
SEUS-4-2004,7,1.714490084,0.24492715485714284,yes
SEUS-4-2005,3,0.803715943,0.26790531433333337,yes
SEUS-4-2006,1,0.031912674,0.031912674,yes
SEUS-4-2007,14,5.8072535620000005,0.41480382585714287,yes
SEUS-4-2008,10,1.8349553200000002,0.18349553200000002,yes
SEUS-4-2009,0,0,0,no
SEUS-4-2010,5,1.83878993,0.367757986,yes
SEUS-4-2011,5,0.6602496900000001,0.13204993800000003,yes
SEUS-4-2012,47,33.698508624,0.7169895451914894,yes
SEUS-4-2013,12,9.994837393,0.8329031160833332,yes
SEUS-4-2014,0,0,0,no
SEUS-4-2015,0,0,0,no
SEUS-4-2016,37,30.935141257999998,0.8360848988648648,yes
SEUS-4-2017,10,2.589950659,0.2589950659,yes
SEUS-4-2018,29,10.854522871000002,0.3742938921034483,yes
SEUS-4-2019,26,15.570165985000001,0.5988525378846155,yes
SWC-IBTS-2-1994,0,0,0,no
SWC-IBTS-2-1995,0,0,0,no
SWC-IBTS-2-1996,0,0,0,no
SWC-IBTS-2-1997,0,0,0,no
SWC-IBTS-2-1998,33,1.307627628,0.039625079636363636,yes
SWC-IBTS-2-1999,64,15.558158179999994,0.2430962215624999,yes
SWC-IBTS-2-2000,0,0,0,no
SWC-IBTS-2-2001,0,0,0,no
SWC-IBTS-2-2002,15,0.964441132,0.06429607546666667,yes
SWC-IBTS-2-2003,125,9.781052059000002,0.07824841647200001,yes
SWC-IBTS-2-2004,103,6.844061693000001,0.06644720090291263,yes
SWC-IBTS-2-2005,1,0.00804865,0.00804865,yes
SWC-IBTS-2-2006,16,1.0457530909999997,0.06535956818749998,yes
SWC-IBTS-2-2007,27,2.011954944,0.07451684977777778,yes
SWC-IBTS-2-2008,65,5.049758139999999,0.07768858676923075,yes
SWC-IBTS-2-2009,0,0,0,no
SWC-IBTS-2-2010,0,0,0,no
SWC-IBTS-2-2011,0,0,0,no
SWC-IBTS-2-2012,0,0,0,no
SWC-IBTS-2-2013,28,1.780725992,0.06359735685714286,yes
SWC-IBTS-2-2014,0,0,0,no
SWC-IBTS-2-2015,4,0.035618896,0.008904724,yes
SWC-IBTS-2-2016,0,0,0,no
SWC-IBTS-2-2017,0,0,0,no
SWC-IBTS-2-2018,6,0.11768133,0.019613555,yes
SWC-IBTS-2-2019,0,0,0,no
WCANN-5-2003,34,2.8371559869999987,0.08344576432352938,yes
WCANN-5-2004,0,0,0,no
WCANN-5-2005,12,0.683181459,0.056931788250000004,yes
WCANN-5-2006,0,0,0,no
WCANN-5-2007,0,0,0,no
WCANN-5-2008,0,0,0,no
WCANN-5-2009,0,0,0,no
WCANN-5-2010,4,0.06431783,0.0160794575,yes
WCANN-5-2011,0,0,0,no
WCANN-5-2012,0,0,0,no
WCANN-5-2013,5,0.22260576099999999,0.0445211522,yes
WCANN-5-2014,0,0,0,no
WCANN-5-2015,43,7.593452918000001,0.17659192832558143,yes
WCANN-5-2016,94,9.202467086999999,0.09789858603191488,yes
WCANN-5-2017,26,2.5013429880000007,0.09620549953846157,yes
WCANN-5-2018,0,0,0,no
