ref_yr,anom_days,anom_sev,anom_int,mhw_yes_no
SWC-IBTS-2-2002,11,0.643474734,0.05849770309090909,yes
SWC-IBTS-2-2003,105,7.39506861,0.07042922485714286,yes
SWC-IBTS-2-2004,91,5.809918704,0.06384526048351649,yes
SWC-IBTS-2-2005,1,0.002714946,0.002714946,yes
SWC-IBTS-2-2006,18,1.2169681590000003,0.06760934216666668,yes
SWC-IBTS-2-2007,27,2.3315935569999997,0.08635531692592592,yes
SWC-IBTS-2-2008,73,6.662117526,0.09126188391780822,yes
SWC-IBTS-2-2009,1,8.41461e-4,8.41461e-4,yes
SWC-IBTS-2-2010,0,0,0,no
SWC-IBTS-2-2011,0,0,0,no
SWC-IBTS-2-2012,0,0,0,no
SWC-IBTS-2-2013,38,4.0104750000000005,0.1055388157894737,yes
SWC-IBTS-2-2014,0,0,0,no
SWC-IBTS-2-2015,12,0.8080134649999999,0.06733445541666666,yes
SWC-IBTS-2-2016,1,0.006222857,0.006222857,yes
SWC-IBTS-2-2017,0,0,0,no
SWC-IBTS-2-2018,40,3.036065997,0.07590164992500001,yes
SWC-IBTS-2-2019,0,0,0,no
WCANN-5-2003,22,1.0791693839999998,0.04905315381818181,yes
WCANN-5-2004,0,0,0,no
WCANN-5-2005,7,0.253063044,0.03615186342857143,yes
WCANN-5-2006,0,0,0,no
WCANN-5-2007,0,0,0,no
WCANN-5-2008,0,0,0,no
WCANN-5-2009,0,0,0,no
WCANN-5-2010,3,0.041429777,0.013809925666666667,yes
WCANN-5-2011,0,0,0,no
WCANN-5-2012,0,0,0,no
WCANN-5-2013,6,0.305001175,0.05083352916666667,yes
WCANN-5-2014,0,0,0,no
WCANN-5-2015,50,8.913558568000001,0.17827117136,yes
WCANN-5-2016,114,13.110183095000005,0.11500160609649128,yes
WCANN-5-2017,29,3.725281726000001,0.12845799055172416,yes
WCANN-5-2018,0,0,0,no
