region,spp,year,wtcpue_mean,startmonth
Aleutian Islands,Crystallichthys cyclospilus,1983,0.00121827586206897,5
Aleutian Islands,Ctenodiscus crispatus,1983,0,5
Aleutian Islands,Cucumaria fallax,1983,0,5
Aleutian Islands,Dasycottus setiger,1983,0.00252586206896552,5
Aleutian Islands,Decapodiformes spp.,1983,0.0697796551724138,5
Aleutian Islands,Diaphus theta,1983,3.51724137931035e-05,5
Aleutian Islands,Diplopteraster multipes,1983,0,5
Aleutian Islands,Dipsacaster borealis,1983,0,5
Aleutian Islands,Enteroctopus dofleini,1983,0,5
Aleutian Islands,Erimacrus isenbeckii,1983,0.0274293103448276,5
Aleutian Islands,Eumicrotremus orbis,1983,0.000254137931034483,5
Aleutian Islands,Eunoe sp.,1983,0,5
Aleutian Islands,Fusitriton oregonensis,1983,0,5
Aleutian Islands,Gadus chalcogrammus,1983,133.454099655172,5
Aleutian Islands,Gadus macrocephalus,1983,33.3084289655172,5
Aleutian Islands,Gastropoda spp.,1983,0.0126448275862069,5
Aleutian Islands,Gephyreaster swifti,1983,0,5
Aleutian Islands,Glebocarcinus oregonensis,1983,0,5
Aleutian Islands,Glyptocephalus zachirus,1983,0.285761724137931,5
Aleutian Islands,Gonatopsis borealis,1983,0.000212068965517241,5
Aleutian Islands,Gorgonacea spp.,1983,0,5
Aleutian Islands,Gorgonocephalus eucnemis,1983,0.0269562068965517,5
Aleutian Islands,Gymnocanthus galeatus,1983,0.0392941379310345,5
Aleutian Islands,Halichondria panicea,1983,0,5
Aleutian Islands,Halocynthia aurantium,1983,0,5
Aleutian Islands,Hemilepidotus jordani,1983,0.52855275862069,5
Aleutian Islands,Hemilepidotus zapus,1983,5.6551724137931e-05,5
Aleutian Islands,Hemitripterus bolini,1983,1.12732103448276,5
Aleutian Islands,Henricia spp.,1983,0,5
Aleutian Islands,Hexagrammos decagrammus,1983,0.00203068965517241,5
Aleutian Islands,Hiatella arctica,1983,0,5
Aleutian Islands,Hippasteria phrygiana,1983,0,5
Aleutian Islands,Hippasteria sp.,1983,0,5
Aleutian Islands,Hippoglossoides elassodon,1983,0.246251034482759,5
Aleutian Islands,Hippoglossus stenolepis,1983,3.67394172413793,5
Aleutian Islands,Hirudinea,1983,0,5
Aleutian Islands,Holothuroidea spp.,1983,0.139026896551724,5
Aleutian Islands,Hyas lyratus,1983,0,5
Aleutian Islands,Hydroidolina,1983,0,5
Aleutian Islands,Hypsagonus quadricornis,1983,0,5
Aleutian Islands,Icelus spiniger,1983,0.00387310344827586,5
Aleutian Islands,Isopoda spp.,1983,0,5
Aleutian Islands,Isopsetta isolepis,1983,0,5
Aleutian Islands,Lebbeus groenlandicus,1983,3e-05,5
Aleutian Islands,Lepidopsetta spp.,1983,4.34333931034483,5
Aleutian Islands,Leptasterias spp.,1983,0,5
Aleutian Islands,Leptychaster arcticus,1983,0,5
Aleutian Islands,Lethasterias nanimensis,1983,0,5
Aleutian Islands,Lethotremus muticus,1983,2.17241379310345e-05,5
Aleutian Islands,Leuroglossus schmidti,1983,2.06896551724138e-05,5
Aleutian Islands,Limanda aspera,1983,0.00337103448275862,5
Aleutian Islands,Liparidae spp.,1983,0,5
Aleutian Islands,Lithodes aequispinus,1983,0.752854827586207,5
Aleutian Islands,Lycodes beringi,1983,0.000498965517241379,5
Aleutian Islands,Lycodes brevipes,1983,0,5
Aleutian Islands,Lycodes concolor,1983,0.0157334482758621,5
Aleutian Islands,Lycodes palearis,1983,0.000152758620689655,5
Aleutian Islands,Malacocottus zonurus,1983,0.697384827586207,5
Aleutian Islands,Mallotus villosus,1983,2.13793103448276e-05,5
Aleutian Islands,Microstomus pacificus,1983,0.00631793103448276,5
Aleutian Islands,Modiolus modiolus,1983,0,5
Aleutian Islands,Mycale loveni,1983,0,5
Aleutian Islands,Myctophidae spp.,1983,0,5
Aleutian Islands,Myoxocephalus spp.,1983,1.19453896551724,5
Aleutian Islands,Nautichthys oculofasciatus,1983,6.6551724137931e-05,5
Aleutian Islands,Neptunea spp.,1983,0.000114827586206897,5
Aleutian Islands,Notostomum cyclostomum,1983,0,5
Aleutian Islands,Nudibranchia spp.,1983,0.00143551724137931,5
Aleutian Islands,Octopodidae spp.,1983,0.0539124137931034,5
Aleutian Islands,Oncorhynchus keta,1983,0.0164131034482759,5
Aleutian Islands,Ophiopholis aculeata,1983,0,5
Aleutian Islands,Ophiura sarsii,1983,0,5
Aleutian Islands,Ophiuroidea spp.,1983,0.011801724137931,5
Aleutian Islands,Opisthoteuthis californiana,1983,7.17241379310345e-05,5
Aleutian Islands,Oregonia gracilis,1983,0.000177586206896552,5
Aleutian Islands,Pagurus aleuticus,1983,0,5
Aleutian Islands,Pagurus brandti,1983,0,5
Aleutian Islands,Pandalopsis dispar,1983,0.00234172413793103,5
Aleutian Islands,Pandalus eous,1983,0.00447,5
Aleutian Islands,Pandalus tridens,1983,0,5
Aleutian Islands,Paragorgia arborea,1983,0,5
Aleutian Islands,Paralithodes camtschaticus,1983,0.0797251724137931,5
Aleutian Islands,Parophrys vetulus,1983,0,5
Aleutian Islands,Placetron wosnessenskii,1983,0.000130689655172414,5
Aleutian Islands,Platichthys stellatus,1983,0,5
Aleutian Islands,Pleurogrammus monopterygius,1983,47.0661917241379,5
Aleutian Islands,Pododesmus macrochisma,1983,0,5
Aleutian Islands,Podothecus accipenserinus,1983,0.00631344827586207,5
Aleutian Islands,Polychaeta spp.,1983,0,5
Aleutian Islands,Polynoidae spp.,1983,0,5
Aleutian Islands,Porella compressa,1983,0,5
Aleutian Islands,Porifera spp.,1983,7.96837,5
Aleutian Islands,Poromitra curilensis,1983,0,5
Aleutian Islands,Protomyctophum thompsoni,1983,0,5
Aleutian Islands,Pseudarchaster parelii,1983,0,5
Aleutian Islands,Psolus spp.,1983,0,5
Aleutian Islands,Pteraster militaris,1983,0,5
Aleutian Islands,Pteraster spp.,1983,0,5
Aleutian Islands,Pteraster tesselatus,1983,0,5
Aleutian Islands,Pycnopodia helianthoides,1983,0,5
Aleutian Islands,Rastrinus scutiger,1983,0.000143793103448276,5
Aleutian Islands,Reinhardtius hippoglossoides,1983,0.950258620689655,5
Aleutian Islands,Rhamphostomella costata,1983,0,5
Aleutian Islands,Rhinolithodes wosnessenskii,1983,0,5
Aleutian Islands,Rossia pacifica,1983,0.000782068965517241,5
Aleutian Islands,Sarritor frenatus,1983,0.0159193103448276,5
Aleutian Islands,Sclerocrangon boreas,1983,0,5
Aleutian Islands,Scyphozoa spp.,1983,0.184728620689655,5
Aleutian Islands,Sebastes alutus,1983,41.7893437931034,5
Aleutian Islands,Sebastes babcocki,1983,0.000588620689655172,5
Aleutian Islands,Sebastes borealis,1983,4.30446724137931,5
Aleutian Islands,Sebastes polyspinis,1983,6.50418413793104,5
Aleutian Islands,Sebastes spp.,1983,0.000193448275862069,5
Aleutian Islands,Sebastes variegatus,1983,0.00187,5
Aleutian Islands,Sebastolobus alascanus,1983,0.463059310344828,5
Aleutian Islands,Sipuncula spp.,1983,0,5
Aleutian Islands,Solaster hypothrissus,1983,0,5
Aleutian Islands,Solaster sp.,1983,0,5
Aleutian Islands,Solaster spp.,1983,0,5
Aleutian Islands,Somniosus pacificus,1983,0.0269386206896552,5
Aleutian Islands,Stegophiura ponderosa,1983,0,5
Aleutian Islands,Stenobrachius leucopsarus,1983,0.000125172413793103,5
Aleutian Islands,Stenobrachius sp.,1983,0,5
Aleutian Islands,Strongylocentrotus droebachiensis,1983,0.0128655172413793,5
Aleutian Islands,Styela rustica,1983,0,5
Aleutian Islands,Stylaster sp.,1983,0,5
Aleutian Islands,Thaleichthys pacificus,1983,0,5
Aleutian Islands,Thaliacea spp.,1983,0,5
Aleutian Islands,Thyriscus anoplus,1983,0.000251724137931035,5
Aleutian Islands,Triglops forficatus,1983,0.00261586206896552,5
Aleutian Islands,Triglops macellus,1983,0.00136896551724138,5
Aleutian Islands,Triglops pingelii,1983,0.00287862068965517,5
Aleutian Islands,Triglops scepticus,1983,0.104530689655172,5
Aleutian Islands,Tunicata spp.,1983,0.00299724137931034,5
Aleutian Islands,Volutopsius spp.,1983,0,5
Aleutian Islands,Zaprora silenus,1983,0.32264724137931,5
Aleutian Islands,Acantholithodes hispidus,1997,0.000103282828282828,5
Aleutian Islands,Actiniaria spp.,1997,0.0143146464646465,5
Aleutian Islands,Ammodytes sp.,1997,0.0397765151515151,5
Aleutian Islands,Anoplopoma fimbria,1997,0.900578282828283,5
Aleutian Islands,Anthomastus sp.,1997,0.00629292929292929,5
Aleutian Islands,Aphrocallistes vastus,1997,0.867577777777778,5
Aleutian Islands,Aptocyclus ventricosus,1997,0.00128838383838384,5
Aleutian Islands,Arctomelon stearnsii,1997,0.00110530303030303,5
Aleutian Islands,Asterozoa spp.,1997,0.00283863636363636,5
Aleutian Islands,Atheresthes spp.,1997,20.0596446969697,5
Aleutian Islands,Balanus spp.,1997,0.000391414141414141,5
Aleutian Islands,Bathyagonus nigripinnis,1997,1.43939393939394e-05,5
Aleutian Islands,Bathymaster caeruleofasciatus,1997,0.000435606060606061,5
Aleutian Islands,Bathymaster signatus,1997,0.0899729797979798,5
Aleutian Islands,Bathyplotes spp.,1997,0.0198530303030303,5
Aleutian Islands,Bathyraja spp.,1997,4.88365757575758,5
Aleutian Islands,Beringius spp.,1997,0.000643434343434343,5
Aleutian Islands,Beringraja binoculata,1997,0.0853260101010101,5
Aleutian Islands,Berryteuthis magister,1997,0.398632070707071,5
Aleutian Islands,Bolinia euryptera,1997,0.000160606060606061,5
Aleutian Islands,Bryozoa spp.,1997,0.0282689393939394,5
Aleutian Islands,Bryozoichthys marjorius,1997,0,5
Aleutian Islands,Buccinum spp.,1997,0.000222979797979798,5
Aleutian Islands,Careproctus melanurus,1997,0.00231212121212121,5
Aleutian Islands,Careproctus rastrinus,1997,0.00253358585858586,5
Aleutian Islands,Careproctus spp.,1997,0.00888005050505051,5
Aleutian Islands,Ceramaster japonicus,1997,0.000988383838383838,5
Aleutian Islands,Ceramaster patagonicus,1997,0.00716464646464647,5
Aleutian Islands,Ceramaster spp.,1997,0.00056489898989899,5
Aleutian Islands,Chauliodus macouni,1997,0.000234343434343434,5
Aleutian Islands,Cheiraster dawsoni,1997,0.00437954545454545,5
Aleutian Islands,Chionoecetes bairdi,1997,0.0321926767676768,5
Aleutian Islands,Chirona evermanni,1997,0.0270664141414141,5
Aleutian Islands,Chlamys spp.,1997,0.132810858585859,5
Aleutian Islands,Chorilia longipes,1997,5.42929292929293e-05,5
Aleutian Islands,Cladaster validus,1997,0.000121969696969697,5
Aleutian Islands,Coryphaenoides pectoralis,1997,8.62927146464647,5
Aleutian Islands,Crossaster papposus,1997,0.0037979797979798,5
Aleutian Islands,Crystallichthys cyclospilus,1997,0.000480050505050505,5
Aleutian Islands,Ctenodiscus crispatus,1997,0.000493939393939394,5
Aleutian Islands,Cucumaria fallax,1997,0.0414229797979798,5
Aleutian Islands,Dasycottus setiger,1997,0.0125608585858586,5
Aleutian Islands,Decapodiformes spp.,1997,0.00255075757575758,5
Aleutian Islands,Diaphus theta,1997,1.13636363636364e-05,5
Aleutian Islands,Diplopteraster multipes,1997,0.0133717171717172,5
Aleutian Islands,Dipsacaster borealis,1997,0.00106161616161616,5
Aleutian Islands,Enteroctopus dofleini,1997,0.0645742424242424,5
Aleutian Islands,Erimacrus isenbeckii,1997,0.00205227272727273,5
Aleutian Islands,Eumicrotremus orbis,1997,0.00163257575757576,5
Aleutian Islands,Eunoe sp.,1997,1.38888888888889e-05,5
Aleutian Islands,Fusitriton oregonensis,1997,0.0293558080808081,5
Aleutian Islands,Gadus chalcogrammus,1997,37.2866898989899,5
Aleutian Islands,Gadus macrocephalus,1997,16.8629462121212,5
Aleutian Islands,Gastropoda spp.,1997,0.000224747474747475,5
Aleutian Islands,Gephyreaster swifti,1997,0.00231919191919192,5
Aleutian Islands,Glebocarcinus oregonensis,1997,4.67171717171717e-05,5
Aleutian Islands,Glyptocephalus zachirus,1997,1.25441717171717,5
Aleutian Islands,Gonatopsis borealis,1997,0,5
Aleutian Islands,Gorgonacea spp.,1997,0.120915404040404,5
Aleutian Islands,Gorgonocephalus eucnemis,1997,0.421004797979798,5
Aleutian Islands,Gymnocanthus galeatus,1997,0.014859595959596,5
Aleutian Islands,Halichondria panicea,1997,0.0564444444444444,5
Aleutian Islands,Halocynthia aurantium,1997,0.00463308080808081,5
Aleutian Islands,Hemilepidotus jordani,1997,0.561214393939394,5
Aleutian Islands,Hemilepidotus zapus,1997,0.00428939393939394,5
Aleutian Islands,Hemitripterus bolini,1997,0.223069191919192,5
Aleutian Islands,Henricia spp.,1997,0.0264020202020202,5
Aleutian Islands,Hexagrammos decagrammus,1997,0.027640404040404,5
Aleutian Islands,Hiatella arctica,1997,4.46969696969697e-05,5
Aleutian Islands,Hippasteria phrygiana,1997,0.00240732323232323,5
Aleutian Islands,Hippasteria sp.,1997,0.00235328282828283,5
Aleutian Islands,Hippoglossoides elassodon,1997,2.36975025252525,5
Aleutian Islands,Hippoglossus stenolepis,1997,10.9377833333333,5
Aleutian Islands,Hirudinea,1997,3.08080808080808e-05,5
Aleutian Islands,Holothuroidea spp.,1997,0.0142833333333333,5
Aleutian Islands,Hyas lyratus,1997,0.00971969696969697,5
Aleutian Islands,Hydroidolina,1997,0.00890227272727272,5
Aleutian Islands,Hypsagonus quadricornis,1997,0.000120707070707071,5
Aleutian Islands,Icelus spiniger,1997,2.72727272727273e-05,5
Aleutian Islands,Isopoda spp.,1997,8.83838383838384e-06,5
Aleutian Islands,Isopsetta isolepis,1997,0.0787272727272727,5
Aleutian Islands,Lebbeus groenlandicus,1997,0.000132323232323232,5
Aleutian Islands,Lepidopsetta spp.,1997,8.568275,5
Aleutian Islands,Leptasterias spp.,1997,3.45959595959596e-05,5
Aleutian Islands,Leptychaster arcticus,1997,5.35353535353535e-05,5
Aleutian Islands,Lethasterias nanimensis,1997,0.0389474747474748,5
Aleutian Islands,Lethotremus muticus,1997,3.00505050505051e-05,5
Aleutian Islands,Leuroglossus schmidti,1997,0.000882575757575758,5
Aleutian Islands,Limanda aspera,1997,0.00193636363636364,5
Aleutian Islands,Liparidae spp.,1997,0.000685858585858586,5
Aleutian Islands,Lithodes aequispinus,1997,0.175939141414141,5
Aleutian Islands,Lycodes beringi,1997,0.00158762626262626,5
Aleutian Islands,Lycodes brevipes,1997,0.000323484848484849,5
Aleutian Islands,Lycodes concolor,1997,0.0279361111111111,5
Aleutian Islands,Lycodes palearis,1997,0.000920454545454546,5
Aleutian Islands,Malacocottus zonurus,1997,0.596078787878788,5
Aleutian Islands,Mallotus villosus,1997,0.000285858585858586,5
Aleutian Islands,Microstomus pacificus,1997,0.0583926767676768,5
Aleutian Islands,Modiolus modiolus,1997,0.0108361111111111,5
Aleutian Islands,Mycale loveni,1997,0.747586363636364,5
Aleutian Islands,Myctophidae spp.,1997,0.00524217171717172,5
Aleutian Islands,Myoxocephalus spp.,1997,0.288194696969697,5
Aleutian Islands,Nautichthys oculofasciatus,1997,2.04545454545455e-05,5
Aleutian Islands,Neptunea spp.,1997,0.000907828282828283,5
Aleutian Islands,Notostomum cyclostomum,1997,2.65151515151515e-05,5
Aleutian Islands,Nudibranchia spp.,1997,0.0041479797979798,5
Aleutian Islands,Octopodidae spp.,1997,0.140037878787879,5
Aleutian Islands,Oncorhynchus keta,1997,0.0118436868686869,5
Aleutian Islands,Ophiopholis aculeata,1997,0.0237098484848485,5
Aleutian Islands,Ophiura sarsii,1997,0.000133080808080808,5
Aleutian Islands,Ophiuroidea spp.,1997,0.000700252525252525,5
Aleutian Islands,Opisthoteuthis californiana,1997,0.00300176767676768,5
Aleutian Islands,Oregonia gracilis,1997,0.000870454545454546,5
Aleutian Islands,Pagurus aleuticus,1997,0.000281060606060606,5
Aleutian Islands,Pagurus brandti,1997,0.00571742424242425,5
Aleutian Islands,Pandalopsis dispar,1997,0.000475505050505051,5
Aleutian Islands,Pandalus eous,1997,0.0205805555555556,5
Aleutian Islands,Pandalus tridens,1997,0.000577272727272727,5
Aleutian Islands,Paragorgia arborea,1997,0.183400505050505,5
Aleutian Islands,Paralithodes camtschaticus,1997,0.0312118686868687,5
Aleutian Islands,Parophrys vetulus,1997,0.00198131313131313,5
Aleutian Islands,Placetron wosnessenskii,1997,0.000242171717171717,5
Aleutian Islands,Platichthys stellatus,1997,0.104291666666667,5
Aleutian Islands,Pleurogrammus monopterygius,1997,91.1286386363636,5
Aleutian Islands,Pododesmus macrochisma,1997,0.016165404040404,5
Aleutian Islands,Podothecus accipenserinus,1997,0.0110143939393939,5
Aleutian Islands,Polychaeta spp.,1997,0.00011969696969697,5
Aleutian Islands,Polynoidae spp.,1997,9.77272727272727e-05,5
Aleutian Islands,Porella compressa,1997,0.0294469696969697,5
Aleutian Islands,Porifera spp.,1997,4.18279646464647,5
Aleutian Islands,Poromitra curilensis,1997,1.33838383838384e-05,5
Aleutian Islands,Protomyctophum thompsoni,1997,2.02020202020202e-05,5
Aleutian Islands,Pseudarchaster parelii,1997,0.00128964646464646,5
Aleutian Islands,Psolus spp.,1997,0.000802020202020202,5
Aleutian Islands,Pteraster militaris,1997,0.00670479797979798,5
Aleutian Islands,Pteraster spp.,1997,0.0059979797979798,5
Aleutian Islands,Pteraster tesselatus,1997,0.00464292929292929,5
Aleutian Islands,Pycnopodia helianthoides,1997,0.00172146464646465,5
Aleutian Islands,Rastrinus scutiger,1997,7.57575757575758e-06,5
Aleutian Islands,Reinhardtius hippoglossoides,1997,3.02722222222222,5
Aleutian Islands,Rhamphostomella costata,1997,7.34848484848485e-05,5
Aleutian Islands,Rhinolithodes wosnessenskii,1997,0.00041010101010101,5
Aleutian Islands,Rossia pacifica,1997,0.00364671717171717,5
Aleutian Islands,Sarritor frenatus,1997,0.013135101010101,5
Aleutian Islands,Sclerocrangon boreas,1997,4.62121212121212e-05,5
Aleutian Islands,Scyphozoa spp.,1997,0.0326512626262626,5
Aleutian Islands,Sebastes alutus,1997,165.546014141414,5
Aleutian Islands,Sebastes babcocki,1997,0.000451767676767677,5
Aleutian Islands,Sebastes borealis,1997,4.70200555555556,5
Aleutian Islands,Sebastes polyspinis,1997,15.4407318181818,5
Aleutian Islands,Sebastes spp.,1997,3.18181818181818e-05,5
Aleutian Islands,Sebastes variegatus,1997,0.0221664141414141,5
Aleutian Islands,Sebastolobus alascanus,1997,1.0966505050505,5
Aleutian Islands,Sipuncula spp.,1997,0.000208333333333333,5
Aleutian Islands,Solaster hypothrissus,1997,0.000115656565656566,5
Aleutian Islands,Solaster sp.,1997,0.000847474747474748,5
Aleutian Islands,Solaster spp.,1997,0.00356313131313131,5
Aleutian Islands,Somniosus pacificus,1997,0.433278282828283,5
Aleutian Islands,Stegophiura ponderosa,1997,0.000227525252525253,5
Aleutian Islands,Stenobrachius leucopsarus,1997,0,5
Aleutian Islands,Stenobrachius sp.,1997,0.000648484848484849,5
Aleutian Islands,Strongylocentrotus droebachiensis,1997,0.245364393939394,5
Aleutian Islands,Styela rustica,1997,0.00122070707070707,5
Aleutian Islands,Stylaster sp.,1997,0.0971275252525253,5
Aleutian Islands,Thaleichthys pacificus,1997,0.00838282828282828,5
Aleutian Islands,Thaliacea spp.,1997,0.0438699494949495,5
Aleutian Islands,Thyriscus anoplus,1997,0.000381313131313131,5
Aleutian Islands,Triglops forficatus,1997,0.0460775252525253,5
Aleutian Islands,Triglops macellus,1997,0.000656818181818182,5
Aleutian Islands,Triglops pingelii,1997,8.00505050505051e-05,5
Aleutian Islands,Triglops scepticus,1997,0.245693181818182,5
Aleutian Islands,Tunicata spp.,1997,0.0920340909090909,5
Aleutian Islands,Volutopsius spp.,1997,0.00101515151515152,5
Aleutian Islands,Zaprora silenus,1997,1.71604924242424,5
Aleutian Islands,Acantholithodes hispidus,2000,0.000483293556085919,5
Aleutian Islands,Actiniaria spp.,2000,0.00193341288782816,5
Aleutian Islands,Ammodytes sp.,2000,0.225452744630072,5
Aleutian Islands,Anoplopoma fimbria,2000,2.35454319809069,5
Aleutian Islands,Anthomastus sp.,2000,0.00548976190476191,5
Aleutian Islands,Aphrocallistes vastus,2000,3.14007780429594,5
Aleutian Islands,Aptocyclus ventricosus,2000,0.00159546539379475,5
Aleutian Islands,Arctomelon stearnsii,2000,0.000837231503579952,5
Aleutian Islands,Asterozoa spp.,2000,0.000100715990453461,5
Aleutian Islands,Atheresthes spp.,2000,18.6568568019093,5
Aleutian Islands,Balanus spp.,2000,0.0131763723150358,5
Aleutian Islands,Bathyagonus nigripinnis,2000,2.10023866348449e-05,5
Aleutian Islands,Bathymaster caeruleofasciatus,2000,0.000348926014319809,5
Aleutian Islands,Bathymaster signatus,2000,0.0558675417661098,5
Aleutian Islands,Bathyplotes spp.,2000,0.0261622911694511,5
Aleutian Islands,Bathyraja spp.,2000,5.03974343675418,5
Aleutian Islands,Beringius spp.,2000,0.000289260143198091,5
Aleutian Islands,Beringraja binoculata,2000,0.156661575178998,5
Aleutian Islands,Berryteuthis magister,2000,0.38999093078759,5
Aleutian Islands,Bolinia euryptera,2000,0.00295775656324582,5
Aleutian Islands,Bryozoa spp.,2000,0.0181897374701671,5
Aleutian Islands,Bryozoichthys marjorius,2000,0.000192840095465394,5
Aleutian Islands,Buccinum spp.,2000,0.000263484486873508,5
Aleutian Islands,Careproctus melanurus,2000,0,5
Aleutian Islands,Careproctus rastrinus,2000,0.00787589498806683,5
Aleutian Islands,Careproctus spp.,2000,0.00324773269689737,5
Aleutian Islands,Ceramaster japonicus,2000,0.000145584725536993,5
Aleutian Islands,Ceramaster patagonicus,2000,0.00857613365155131,5
Aleutian Islands,Ceramaster spp.,2000,0.000509307875894988,5
Aleutian Islands,Chauliodus macouni,2000,0.000185441527446301,5
Aleutian Islands,Cheiraster dawsoni,2000,0.00422028639618138,5
Aleutian Islands,Chionoecetes bairdi,2000,0.0392761336515513,5
Aleutian Islands,Chirona evermanni,2000,0.0425045346062053,5
Aleutian Islands,Chlamys spp.,2000,0.116696897374702,5
Aleutian Islands,Chorilia longipes,2000,0.000110262529832936,5
Aleutian Islands,Cladaster validus,2000,0.000134844868735084,5
Aleutian Islands,Coryphaenoides pectoralis,2000,23.4036081145585,5
Aleutian Islands,Crossaster papposus,2000,0.00520811455847256,5
Aleutian Islands,Crystallichthys cyclospilus,2000,0.00109737470167064,5
Aleutian Islands,Ctenodiscus crispatus,2000,0.000277804295942721,5
Aleutian Islands,Cucumaria fallax,2000,0.11507661097852,5
Aleutian Islands,Dasycottus setiger,2000,0.00258424821002387,5
Aleutian Islands,Decapodiformes spp.,2000,0.00177613365155131,5
Aleutian Islands,Diaphus theta,2000,3.15035799522673e-05,5
Aleutian Islands,Diplopteraster multipes,2000,0.0156622911694511,5
Aleutian Islands,Dipsacaster borealis,2000,0.000985202863961814,5
Aleutian Islands,Enteroctopus dofleini,2000,0.0789534606205251,5
Aleutian Islands,Erimacrus isenbeckii,2000,0.00275704057279236,5
Aleutian Islands,Eumicrotremus orbis,2000,0.00304128878281623,5
Aleutian Islands,Eunoe sp.,2000,2.62529832935561e-05,5
Aleutian Islands,Fusitriton oregonensis,2000,0.0449942720763723,5
Aleutian Islands,Gadus chalcogrammus,2000,37.4391362768497,5
Aleutian Islands,Gadus macrocephalus,2000,23.8581319809069,5
Aleutian Islands,Gastropoda spp.,2000,4.55847255369928e-05,5
Aleutian Islands,Gephyreaster swifti,2000,0.0157961813842482,5
Aleutian Islands,Glebocarcinus oregonensis,2000,2.29116945107399e-05,5
Aleutian Islands,Glyptocephalus zachirus,2000,1.26167016706444,5
Aleutian Islands,Gonatopsis borealis,2000,0.0141408114558473,5
Aleutian Islands,Gorgonacea spp.,2000,0.000586396181384248,5
Aleutian Islands,Gorgonocephalus eucnemis,2000,0.387565155131265,5
Aleutian Islands,Gymnocanthus galeatus,2000,0.0285183770883055,5
Aleutian Islands,Halichondria panicea,2000,0.0134310262529833,5
Aleutian Islands,Halocynthia aurantium,2000,0.00751742243436754,5
Aleutian Islands,Hemilepidotus jordani,2000,0.982657995226731,5
Aleutian Islands,Hemilepidotus zapus,2000,0.00170167064439141,5
Aleutian Islands,Hemitripterus bolini,2000,0.141737947494033,5
Aleutian Islands,Henricia spp.,2000,0.0270484486873508,5
Aleutian Islands,Hexagrammos decagrammus,2000,0.0393482100238664,5
Aleutian Islands,Hiatella arctica,2000,7.23150357995227e-05,5
Aleutian Islands,Hippasteria phrygiana,2000,0.00723747016706444,5
Aleutian Islands,Hippasteria sp.,2000,0.00234272076372315,5
Aleutian Islands,Hippoglossoides elassodon,2000,1.92890978520286,5
Aleutian Islands,Hippoglossus stenolepis,2000,6.54475393794749,5
Aleutian Islands,Hirudinea,2000,4.82100238663485e-05,5
Aleutian Islands,Holothuroidea spp.,2000,0.00256085918854415,5
Aleutian Islands,Hyas lyratus,2000,0.0161732696897375,5
Aleutian Islands,Hydroidolina,2000,0.0158603818615752,5
Aleutian Islands,Hypsagonus quadricornis,2000,0.000105966587112172,5
Aleutian Islands,Icelus spiniger,2000,0.00014653937947494,5
Aleutian Islands,Isopoda spp.,2000,1.67064439140811e-05,5
Aleutian Islands,Isopsetta isolepis,2000,0.0758131264916468,5
Aleutian Islands,Lebbeus groenlandicus,2000,9.90453460620525e-05,5
Aleutian Islands,Lepidopsetta spp.,2000,6.98730381861575,5
Aleutian Islands,Leptasterias spp.,2000,0.0036255369928401,5
